0.06941958,1.81597515111,1,1,1,1
0.0680477714,1.91984120949,1,1,1,2
0.0600142,1.79625893394,1,1,1,3
0.0732395524,1.93681442733,1,1,1,4
0.0720128643,1.88984557308,1,1,1,5
0.0803479046,1.96092560069,1,1,1,6
0.0670742213,1.90493094939,1,1,1,7
0.0755495189,1.99263676486,1,1,1,8
0.0626041534,1.82540796331,1,1,1,9
0.0671847557,1.86969240059,1,1,1,10
0.0705159185,1.99826367849,1,1,1,11
0.0744792116,1.80584518967,1,1,1,12
0.0740444836,1.96957081764,1,1,1,13
0.0683002673,1.80218299145,1,1,1,14
0.0815526189,1.9906061016,1,1,1,15
0.0789875926,1.93043809524,1,1,1,16
0.0768722079,2.04591349825,1,1,1,17
0.0671443954,1.92212998519,1,1,1,18
0.067229642,1.88524044866,1,1,1,19
0.070874795,1.915548917,1,1,1,20
0.0866185946,1.93413602803,1,1,1,21
0.0705198124,1.83037802561,1,1,1,22
0.0721202916,1.81694638157,1,1,1,23
0.0769798864,1.81761812623,1,1,1,24
0.0583263232,1.8330457192,1,1,1,25
0.0592643488,1.73976808717,1,1,1,26
0.0740444916,1.87344453642,1,1,1,27
0.0635947261,1.76506159057,1,1,1,28
0.0728174544,1.90136554712,1,1,1,29
0.0717250007,1.95863466259,1,1,1,30
0.0606213514,1.79472118078,1,1,1,31
0.0673850666,1.76456016453,1,1,1,32
0.0679413105,1.93669653598,1,1,1,33
0.0750820327,1.89679654614,1,1,1,34
0.0736822745,1.97761627626,1,1,1,35
0.0785876886,1.99062370672,1,1,1,36
0.0704754187,1.92963037236,1,1,1,42
0.0714043155,1.78580301006,1,1,1,37
0.0818209139,1.92058165563,1,1,1,38
0.0786322988,1.96620739729,1,1,1,39
0.0763780759,1.97748916577,1,1,1,40
0.0744205529,2.08228674417,1,1,1,41
0.044560894,2.26932400844,1,1,2,2
0.0482839753,2.2516241046,1,1,2,1
0.0437393735,2.326381516,1,1,2,3
0.0478462413,2.37383128005,1,1,2,4
0.0463665608,2.30660693655,1,1,2,5
0.0514714477,2.32021076409,1,1,2,6
0.0476859328,2.3879500469,1,1,2,7
0.0496263127,2.40003942396,1,1,2,8
0.0419381369,2.28235422532,1,1,2,9
0.0479890193,2.34347532153,1,1,2,10
0.050388404,2.44241318667,1,1,2,11
0.0495331374,2.26253115081,1,1,2,12
0.0469454196,2.49561534221,1,1,2,13
0.0416571637,2.16717454713,1,1,2,14
0.0509448132,2.39312241953,1,1,2,15
0.0501642978,2.36059760309,1,1,2,16
0.0472356361,2.39223188072,1,1,2,17
0.0440934861,2.32472111689,1,1,2,18
0.0439025527,2.27157173821,1,1,2,19
0.0492166625,2.37751530258,1,1,2,20
0.0530039046,2.39058875738,1,1,2,21
0.0490104374,2.22888143185,1,1,2,22
0.0562947507,2.3720930233,1,1,2,23
0.0538898407,2.27214032043,1,1,2,24
0.0469026505,2.31921447421,1,1,2,25
0.0402773659,2.12757991579,1,1,2,26
0.0491629494,2.30767821516,1,1,2,27
0.0460461701,2.15999999962,1,1,2,28
0.0474973382,2.28089209248,1,1,2,29
0.046851858,2.34185846834,1,1,2,30
0.0436639059,2.21651084791,1,1,2,31
0.0461724963,2.16277627066,1,1,2,32
0.0500164787,2.45180476846,1,1,2,33
0.0521621168,2.34146370236,1,1,2,34
0.0471235801,2.38245475254,1,1,2,35
0.0480908268,2.35408253621,1,1,2,36
0.041980801,2.23421169927,1,1,2,42
0.0452284548,2.15656031586,1,1,2,37
0.0536932266,2.35964477675,1,1,2,38
0.0575523641,2.44968793957,1,1,2,39
0.0500551354,2.40742971828,1,1,2,40
0.0430920566,2.42053897831,1,1,2,41
0.0416575729,2.21854848186,1,1,3,3
0.0500537657,2.1910100359,1,1,3,1
0.038149324,2.16539481882,1,1,3,2
0.0486153547,2.29226224451,1,1,3,4
0.0478156146,2.28911738064,1,1,3,5
0.0494366192,2.19421270599,1,1,3,6
0.0458261462,2.23129870736,1,1,3,7
0.0504303074,2.36244707957,1,1,3,8
0.0447436415,2.22905761705,1,1,3,9
0.0456015669,2.22794580651,1,1,3,10
